Index;R-number;Text;NP_Givenness;Structural_Priming;Imperative_conditional;le;NP_Definiteness;Numeric_Classifier;NP_Concreteness;NP_Length;Response;V-P;Filename;Genre;Register;Time;Time_num;
14;0,641085584;...辱。这时围观的群众有一千多人。在公社的楼房里，有些公社干部还[[[探头出来]]]看热闹，竟没有一个人出来制止。公社武装部副部长李再学是目击者，...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-N-chulai;Y;1980s\1980\报刊\人民日报\rmrb_1980_06.txt;Newspaper;Written;1980-2000;4;
17;0,975329698;...羊正街银行分理处守候。当西安路机械生产组女出纳员官群芳从银行[[[提款出来]]]时，黄德新上前对官群芳说：“有人要抢你的钱，我们是来送你回去的...;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-N-chulai;Y;1980s\1980\报刊\人民日报\rmrb_1980_07.txt;Newspaper;Written;1980-2000;4;
26;0,981586463;...江—茂名输油管输油”，就是指的这次试运行，并不是从港区的油库[[[输油出来]]]。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-N-chulai;Y;1980s\1980\报刊\人民日报\rmrb_1980_10.txt;Newspaper;Written;1980-2000;4;
33;0,288154782;...抢生意？！”澧县汽车站有的同志连忙向上级告状，上级有关部门也[[[派人出来]]]阻拦。这样的事情并不奇怪。长期以来，交通线上封疆划界，划地为牢...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-N-chulai;Y;1980s\1980\报刊\人民日报\rmrb_1980_11.txt;Newspaper;Written;1980-2000;4;
50;0,41947221;...良久，庙中了无声息，海沙派人众似乎突然间不知去向。他从神像后[[[探头出来]]]一望，只见二十余名盐枭好端端的站着，只是一动不动，想是都给点了...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-N-chulai;Y;1980s\1980\文学\香港作家\1980 金庸 倚天屠龙记.txt;Fiction;Written;1980-2000;4;
54;0,357032264;...神的跟她喂招，全无半点怨怼或闪避之意。她练熟了这几招，又叫温[[[卧儿出来]]]，再试何太冲如何击败他的剑法。张无忌此时已然明白，原来赵敏将各...;New;No;No;Absent;Indefinite;Absent;Concrete;3;V-N-chulai;Y;1980s\1980\文学\香港作家\1980 金庸 倚天屠龙记.txt;Fiction;Written;1980-2000;4;
55;0,553247029;...上。鹤笔翁一层层的上跃，待得登上第四层屋檐时，范遥从第七层上[[[探头出来]]]，高举鹿杖客的身子，大声叫道：“鹤老儿，快给我停步！你再动一步...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-N-chulai;Y;1980s\1980\文学\香港作家\1980 金庸 倚天屠龙记.txt;Fiction;Written;1980-2000;4;
56;0,668732601;...一桌筵席，史火龙居中而坐。一干丐帮首领听得大门口喧哗之声，正[[[派人出来]]]查询。张无忌来得好快，半路上迎住那匆匆出来查问的七袋弟子，劈胸...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-N-chulai;Y;1980s\1980\文学\香港作家\1980 金庸 倚天屠龙记.txt;Fiction;Written;1980-2000;4;
58;0,43709067;...”钟灵道：“不行！你也痛的。”司空玄道：“你既怕痛，那就快取[[[解药出来]]]，救治我众弟兄。”;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-N-chulai;Y;1980s\1980\文学\香港作家\1980 金庸 天龙八部.txt;Fiction;Written;1980-2000;4;
60;0,221118836;...，段誉在门外呼吸粗重，登时便给她听见了，问道：“谁在外边？”[[[伸头出来]]]一张，见到段誉，恶狠狠的问道：“你是谁？”段誉笑道：“我是夫人...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-N-chulai;Y;1980s\1980\文学\香港作家\1980 金庸 天龙八部.txt;Fiction;Written;1980-2000;4;
63;0,548148654;...人合斗一人。但双方官兵只呐喊助威，叛军数十万人袖手旁观，并不[[[增兵出来]]]救援。终于叛军三百名白帽黑衣兵一一就歼，御营黑衣军约有二百名回...;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-N-chulai;Y;1980s\1980\文学\香港作家\1980 金庸 天龙八部.txt;Fiction;Written;1980-2000;4;
66;0,797299636;　　但听得人声嘈杂：“桑土公，快取[[[解药出来]]]！”“你这他妈的牛毛毒针若不快治，半个时辰就送了人命。”“乌老...;New;No;Yes;Absent;Indefinite;Absent;Concrete;2;V-N-chulai;Y;1980s\1980\文学\香港作家\1980 金庸 天龙八部.txt;Fiction;Written;1980-2000;4;
67;0,643215404;...他妈的牛毛毒针若不快治，半个时辰就送了人命。”“乌老大，快取[[[解药出来]]]，糟糕，再挨可就乖乖不得了！”灯光火把下人影奔来窜去，都在求那...;New;No;Yes;Absent;Indefinite;Absent;Concrete;2;V-N-chulai;Y;1980s\1980\文学\香港作家\1980 金庸 天龙八部.txt;Fiction;Written;1980-2000;4;
67;0,519695086;　　乌老大道：“好，桑胖子，取[[[解药出来]]]。”桑土公道：“你放我下地啊！”乌老大道：“我一放手，敌人又捉...;New;No;Yes;Absent;Indefinite;Absent;Concrete;2;V-N-chulai;Y;1980s\1980\文学\香港作家\1980 金庸 天龙八部.txt;Fiction;Written;1980-2000;4;
68;0,423241992;...地啊！”乌老大道：“我一放手，敌人又捉了你去，如何放得？快取[[[解药出来]]]。”旁边的人跟着起哄：“是啊，快拿解药出来！”更有人在破口大骂...;New;No;Yes;Absent;Indefinite;Absent;Concrete;2;V-N-chulai;Y;1980s\1980\文学\香港作家\1980 金庸 天龙八部.txt;Fiction;Written;1980-2000;4;
69;0,65750714;...去，如何放得？快取解药出来。”旁边的人跟着起哄：“是啊，快拿[[[解药出来]]]！”更有人在破口大骂：“贼苗子，还在推三阻四，瞧老子一把火将你...;Given;Yes;Yes;Absent;Indefinite;Absent;Concrete;2;V-N-chulai;Y;1980s\1980\文学\香港作家\1980 金庸 天龙八部.txt;Fiction;Written;1980-2000;4;
68;0,263106352;...想这一次责罚必重。哪知道九个人战战兢兢的缴了物品，老贼婆派人[[[传话出来]]]，说道：‘采购的物品也还罢了，九个孙子王八蛋，快快给我夹了尾巴...;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-N-chulai;Y;1980s\1980\文学\香港作家\1980 金庸 天龙八部.txt;Fiction;Written;1980-2000;4;
69;0,001107827;...旧情复燃，又再回到表哥身畔，听她这么说，登时放心，又觉王语嫣[[[伸手出来]]]，握住了自己双手，更加信心百倍，说道：“慕容公子，你去做你的西...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-N-chulai;Y;1980s\1980\文学\香港作家\1980 金庸 天龙八部.txt;Fiction;Written;1980-2000;4;
72;0,514394436;...动，似乎已经死了。一人挺起长枪，嗤的一声，在他右肩刺了进去。[[[拔枪出来]]]，鲜血直喷，白马李三仍是不动。领头的虬髯汉子道：「死得透了，还...;Given;No;No;Absent;Indefinite;Absent;Concrete;1;V-N-chulai;Y;1980s\1980\文学\香港作家\1980 金庸 白马啸西风.TXT;Fiction;Written;1980-2000;4;
73;0,099478535;...听得屋外那白马嘘溜溜一声长嘶，微一沈吟，到柴房中提了一桶黄色[[[染料出来]]]。那是牧羊人在牲口身上涂染记号所用，使得各家的牛羊不致混杂，虽...;New;No;No;Present;Indefinite;Present;Concrete;6;V-N-chulai;Y;1980s\1980\文学\香港作家\1980 金庸 白马啸西风.TXT;Fiction;Written;1980-2000;4;
76;0,046471718;...轮法王，你打不过人家，便用这种毒物害人，像不像一派宗主？快拿[[[解药出来]]]救治周老爷子９;New;No;Yes;Absent;Indefinite;Absent;Concrete;2;V-N-chulai;Y;1980s\1980\文学\香港作家\1980 金庸 神雕侠侣.txt;Fiction;Written;1980-2000;4;
83;0,039079193;...的人，还有人追求不是件了不得的丑事吗？而且，还从主人的地窖里[[[拿酒出来]]]！他还瞅着，呆着不动，可真该害臊。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-N-chulai;Y;1980s\1980\翻译作品\文学\1980 杨苡 呼啸山庄.txt;Fiction;Written;1980-2000;4;
98;0,815059488;...宫“泄漏”出消息的神秘来源这么令人感兴趣的。而这个从白宫泄漏[[[消息出来]]]的神秘人物，究竟是谁还是“迷团”。;Given;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-N-chulai;Y;1980s\1981\报刊\人民日报\rmrb_1981_11.txt;Newspaper;Written;1980-2000;4;
106;0,987380977;...的。第一，她并不“写”，而是口述小说，让一个女书记作笔记后再[[[打字出来]]]。第二，她所作的是所谓方程式(formula)小说，故事情节都...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-N-chulai;Y;1980s\1981\报刊\读书\vol-030.txt;Newspaper;Written;1980-2000;4;
159;0,836117397;...鸟者举起的枪，这种汽枪，在文体商店是能随便买到的。我想：既然[[[造枪出来]]]，又公开出售，就不能阻拦买枪的人。事实上，没有多少买枪者是把枪...;Given;No;No;Absent;Indefinite;Absent;Concrete;1;V-N-chulai;Y;1980s\1983\报刊\人民日报\rmrb_1983_07.txt;Newspaper;Written;1980-2000;4;
172;0,969035059;...无力支付稿酬(只有个别的作家如戴望舒等是例外)，有时作家还要[[[拿钱出来]]]印书。当时国统区的物价，如脱缰野马，纸张、印刷、排工等费用，一...;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-N-chulai;Y;1980s\1983\报刊\读书\vol-056.txt;Newspaper;Written;1980-2000;4;
173;0,64859718;...正一起在吃早餐。“我的真名叫做‘耍熊人凡诺’，这是我第一次没[[[带熊出来]]]演出。”他搔了搔柯拉的头说，“它几岁啦？”;Given;No;No;Absent;Indefinite;Absent;Concrete;1;V-N-chulai;Y;1980s\1983\报刊\读者\1983 Author 《读者》_27.txt;Newspaper;Written;1980-2000;4;
176;0,208649165;...想过他。可是刚才那一刻，他却明明站在我的床前，离得我那样近，[[[伸手出来]]]，笑嘻嘻的向我说道：阿青，我的口琴呢？我记得我一把抓住了他的手...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-N-chulai;Y;1980s\1983\文学\台湾作家\1983 白先勇 孽子.txt;Fiction;Written;1980-2000;4;
183;0,185151395;　　书房门推开，香[[[探头出来]]]。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-N-chulai;Y;1980s\1983\文学\香港作家\1983 亦舒 香雪海.txt;Fiction;Written;1980-2000;4;
184;0,620600608;...看上某乡间住房，便将其据为己有，或者随便抓住一些人，强迫他们[[[拿钱出来]]]--便会鼓励人们隐瞒财富（通常是以非生产形式），把资产转移到国...;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-N-chulai;Y;1980s\1983\翻译作品\应用文\1983 周师铭_沈丙杰_沈伯根 经济增长理论.txt;Fiction;Written;1980-2000;4;
247;0,979768597;我捏着指头垂头丧气地从厨房出来。一会儿，于晶[[[端菜出来]]]问我：“要紧吗？”;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-N-chulai;Y;1980s\1985\文学\大陆作家\1985 王朔 浮出海面.txt;Fiction;Written;1980-2000;4;
263;0,287444493;...进一步鼓励劳动力的流动，创造条件在十年之内从农业中转移一亿劳[[[动力出来]]]。要建立金融市场，把农民手中的资金聚集到经济效益最高的方向。还...;Given;No;No;Absent;Indefinite;Present;Non-concrete;5;V-N-chulai;Y;1980s\1986\报刊\人民日报\rmrb_1986_07.txt;Newspaper;Written;1980-2000;4;
275;0,286620252;...更不必说了，司马光编《资治通鉴》，一个班子干几十年，都是国家[[[拿钱出来]]]编辑成书的。唯独咱们现在出书不能不“向钱看”，说到这些，心里真...;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-N-chulai;Y;1980s\1986\报刊\人民日报\rmrb_1986_11.txt;Newspaper;Written;1980-2000;4;
278;0,96930919;...个人去河北廊坊市接七辆“拉达”牌小汽车。下午五时，我们从仓库[[[提货出来]]]。因车内汽油甚少，其中一辆车没走多远就断油熄火。我们便到廊坊市...;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-N-chulai;Y;1980s\1986\报刊\人民日报\rmrb_1986_11.txt;Newspaper;Written;1980-2000;4;
324;0,04513928;...王道文曾到寨子里去动员佤族子女上学，孩子们不是躲藏起来，就是[[[放狗出来]]]咬。老王被咬过两次，留下了永久的纪念。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-N-chulai;Y;1980s\1988\报刊\人民日报\rmrb_1988_06.txt;Newspaper;Written;1980-2000;4;
3;0,29869344;...用上了电。这一切群众心中有数。他们说：“有这样的党员、干部，[[[拿钱出来]]]，我们放心。”;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-N-chulai;Y;1990s\1990\报刊\人民日报\rmrb_1990_02.txt;Newspaper;Written;1980-2000;4;
20;0,509675297;...静地问妈。她点头微笑，和我一起回想到很久以前那个夏夜。当时我[[[请爸出来]]]看我骑我的新自行车。我身穿着睡衣裤，睡裤左脚管缠住了车链，我摔...;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-N-chulai;Y;1990s\1990\报刊\读者\1990 Author 《读者》_104.txt;Newspaper;Written;1980-2000;4;
31;0,102956703;"...佛胜劣之时，善导说：""念佛往生如果是真实的话，堂内的诸像就要[[[放光出来]]]，假如是虚妄的话，就要随我堕地狱去。""这个时候，堂内的诸像，都...";New;No;No;Absent;Indefinite;Absent;Concrete;1;V-N-chulai;Y;1990s\1991\应用文\社会科学\1991 芬陀利子明旸 佛法概要.txt;Fiction;Written;1980-2000;4;
62;0,74570762;...盐田，血止不住，盐水一浸对伤口不好。这时，国民党塘沽的指挥官[[[派人出来]]]，叫我们不要打，他说：“你们没有海军，消灭不了我。我的司令部在...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-N-chulai;Y;1990s\1992\报刊\人民日报\rmrb_1992_05.txt;Newspaper;Written;1980-2000;4;
63;0,334654006;...九个小时把天津打下来了。在我们包围天津后，天津城防司令陈长捷[[[派人出来]]]谈判，条件很高。我们给他二十四小时，二十四小时不放下武器，我们...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-N-chulai;Y;1990s\1992\报刊\人民日报\rmrb_1992_05.txt;Newspaper;Written;1980-2000;4;
68;0,582566971;...出2公斤黄金犒赏。桑帕伊奥却说，希望企业界不要只在比赛前后才[[[拿钱出来]]]，最好是赞助运动员整个的训练过程。（李志明）;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-N-chulai;Y;1990s\1992\报刊\人民日报\rmrb_1992_08.txt;Newspaper;Written;1980-2000;4;
82;0,18790135;...都是把自己要写的内容大纲或故事先给出版家过目。出版公司就会先[[[付钱出来]]]。这笔钱多数在出版后从作者的版权中扣回。有些出版公司不问该书将...;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-N-chulai;Y;1990s\1992\报刊\读者\1992 Author 《读者》_130.txt;Newspaper;Written;1980-2000;4;
88;0,688179881;...迷糊糊从厕所出来，看我一眼，进了隔壁房间用力把门摔上。潘佑军[[[探头出来]]]，叫我也进去。我往屋里走，一阵风吹来，门帘呼地兜头包住我的脸，...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-N-chulai;Y;1990s\1992\文学\大陆作家\1992 王朔 过把瘾就死.txt;Fiction;Written;1980-2000;4;
120;0,271680941;...什正在大厅边上的一张桌子旁打电话，当乔冠华走过他的身边时，他[[[伸手出来]]]同乔握手。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-N-chulai;Y;1990s\1993\报刊\作家文摘\1993年01——06月《作家文摘》.TXT;Newspaper;Written;1980-2000;4;
133;0,233534608;[[[端饭出来]]]的果然就是那个令他牵肠挂肚的小女人，他的娥儿姐。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-N-chulai;Y;1990s\1993\文学\大陆作家\1993 陈忠实 白鹿原.txt;Fiction;Written;1980-2000;4;
135;0,718963697;欧阳峰：啊？你居然这么毒辣？快拿[[[解药出来]]]！;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-N-chulai;Y;1990s\1993\电视电影\文艺\1993 刘镇伟 东成西就.txt;TV/Movie;Spoken;1980-2000;4;
139;0,767195507;“但愿和平能够实现，我们都能活下去。”一位刚从教室[[[打粥出来]]]的克罗地亚族妇女说。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-N-chulai;Y;1990s\1994\报刊\人民日报\rmrb_1994_03.txt;Newspaper;Written;1980-2000;4;
140;0,73059593;...门，又带两人冲上楼，进入“４１２”房间。王某听到动静，从里间[[[伸头出来]]]问：“干什么？”;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-N-chulai;Y;1990s\1994\报刊\人民日报\rmrb_1994_03.txt;Newspaper;Written;1980-2000;4;
145;0,221700453;...，我拿什么还你？”他们也盲目地想：“放心，‘老板’总有一天会[[[拨钱出来]]]清欠的。”于是，唯有向上面“呼吁”、“反映”，“请求”信贷指标...;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-N-chulai;Y;1990s\1994\报刊\人民日报\rmrb_1994_06.txt;Newspaper;Written;1980-2000;4;
150;0,221176403;...里有６０００多册书籍、２０多种报刊。一名叫刘立超的青年农民刚[[[借书出来]]]，他对记者说，一年最少得看５０—６０本书。书社管理员告诉我们，...;Given;No;No;Absent;Indefinite;Absent;Concrete;1;V-N-chulai;Y;1990s\1994\报刊\人民日报\rmrb_1994_08.txt;Newspaper;Written;1980-2000;4;
158;0,911804267;去大机关采访，总不能递上户口簿吧？只好打电话[[[叫人出来]]]要么把我领进去。跟着来人从军衣绿绿脸蛋红红值勤武警面前走过，低...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-N-chulai;Y;1990s\1994\报刊\作家文摘\1994年01——06月《作家文摘》.TXT;Newspaper;Written;1980-2000;4;
169;0,486372459;而事实也确实如此，去年解决白条问题，最终还是国家[[[拿钱出来]]]。;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-N-chulai;Y;1990s\1994\报刊\报刊精选\1994年《报刊精选》01.txt;Newspaper;Written;1980-2000;4;
174;0,459255948;...劳动力招收上采取哪县办的项目首先招哪县的劳动力，同时允许县里[[[派人出来]]]跟班学习、参与管理，以逐步提高素质、劳动技能和更新观念。清远扶...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-N-chulai;Y;1990s\1994\报刊\报刊精选\1994年《报刊精选》02.txt;Newspaper;Written;1980-2000;4;
175;0,992825563;...就这样完了！与其坐以待毙，不如奋力一搏，搏，或许还能闯出一条[[[生路出来]]]！”;New;No;No;Absent;Indefinite;Present;Non-concrete;4;V-N-chulai;Y;1990s\1994\报刊\报刊精选\1994年《报刊精选》05.txt;Newspaper;Written;1980-2000;4;
182;0,566066247;...“你们到大陆做生意，我们很欢迎。没有通行证，你就跟我说清楚，[[[拿钱出来]]]是行不通的。下次再这样，你就是有边防证我也不放你过去！”;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-N-chulai;Y;1990s\1994\报刊\报刊精选\1994年《报刊精选》06.txt;Newspaper;Written;1980-2000;4;
188;0,059861333;他搞这些公益活动，完全义务不说，还得时常[[[贴钱出来]]]，或误了自己的生意。;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-N-chulai;Y;1990s\1994\报刊\报刊精选\1994年《报刊精选》08.txt;Newspaper;Written;1980-2000;4;
255;0,47454708;...亲自指挥下学生列队游行到铁狮子胡同执政府门前请愿，政府迟迟不[[[派人出来]]]。正相持间，忽然枪声大作。刘和珍、杨德群、魏十毅等47人倒在血...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-N-chulai;Y;1990s\1995\报刊\作家文摘\1995年07——12月《作家文摘》.TXT;Newspaper;Written;1980-2000;4;
262;0,222963477;...可避免的国策制定、人事安排甚至领袖气质等)，便很难从短时段中[[[拔脚出来]]]，高瞻到真正具有内在必然性的历史规律。故相形之下，当谢和耐把临...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-N-chulai;Y;1990s\1995\报刊\读书\vol-194.txt;Newspaper;Written;1980-2000;4;
263;0,53586883;...困难，例如甘益生的老母要动脑内淤血清洗的大手术时，他们就慷慨[[[捐钱出来]]]贴补，像往年募捐贴补老赵的家属一样。还有老宋，隐姓埋名，按月把...;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-N-chulai;Y;1990s\1995\报刊\读书\vol-196.txt;Newspaper;Written;1980-2000;4;
266;0,876747635;...看看，我就服你！老实说我知道你是谁！你有本事到处招摇闯骗，就[[[拿钱出来]]]！”;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-N-chulai;Y;1990s\1995\文学\台湾作家\1995 朱邦复 东尼！东尼！.txt;Fiction;Written;1980-2000;4;
293;0,385878458;...是火车，经过几十道工序，最后由邮递员送到客户手中。可当邮递员[[[送信出来]]]却被路边管存车的老太太拦住：“两毛存车费。”有人说，这下三四千...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-N-chulai;Y;1990s\1996\报刊\人民日报\rmrb_1996_12.txt;Newspaper;Written;1980-2000;4;
298;0,402529977;...明眼睛冒出火来，向前一步，一拳打在吕建国的脸上，吕建国鼻子就[[[冒血出来]]]。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-N-chulai;Y;1990s\1996\报刊\作家文摘\1996年01——06月《作家文摘》.TXT;Newspaper;Written;1980-2000;4;
323;0,228047938;　　于彤倒抽一口凉气，正想掉头就走，门就开了，[[[探头出来]]]的那位陶太太，竟有一份惊喜，道：“这么巧，又是你。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-N-chulai;Y;1990s\1996\文学\香港作家\1996 梁凤仪 弄雪.txt;Fiction;Written;1980-2000;4;
324;0,685833117;他听了我的这个计划，考虑了两天，便回绝了由家族基金[[[拿钱出来]]]投资。;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-N-chulai;Y;1990s\1996\文学\香港作家\1996 梁凤仪 弄雪.txt;Fiction;Written;1980-2000;4;
348;0,59850497;...修建阅报栏，也得有人维护呀！我平常出门到这儿看报，随手带一块[[[抹布出来]]]，看完报把报栏擦擦干净再回家。”报栏建成后，许多住在附近的居民...;New;No;No;Absent;Indefinite;Present;Concrete;4;V-N-chulai;Y;1990s\1997\报刊\人民日报\rmrb_1997_09.txt;Newspaper;Written;1980-2000;4;
370;0,085901091;李照相颤颤地捧了一[[[叠纸出来]]]，说是三十年没写东西了，最近手痒，才又划了几个字，见不得人，只...;New;No;No;Present;Indefinite;Present;Concrete;3;V-N-chulai;Y;1990s\1997\报刊\作家文摘\1997C.TXT;Newspaper;Written;1980-2000;4;
379;0,456001997;　　照顾不是施舍，不是从荷包[[[拿钱出来]]]那么轻易。照顾必须付出努力，我爱那个我为他努力的人，而我爱的人...;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-N-chulai;Y;1990s\1997\文学\香港作家\1997 张小娴 不如,你送我一场春雨.txt;Fiction;Written;1980-2000;4;
403;0,139548794;[[[探头出来]]]，跃动着的;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-N-chulai;Y;1990s\1998\报刊\人民日报\rmrb_1998_04.txt;Newspaper;Written;1980-2000;4;
427;0,988456099;　　芳契自车窗[[[探头出来]]]，“不管我事，我没有超速，是他们同我开玩笑。”;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-N-chulai;Y;1990s\1998\文学\香港作家\1998 亦舒 紫薇愿.txt;Fiction;Written;1980-2000;4;
444;0,068145725;...0万元，余款分三次在3个月内付清。但民工不依，一致表示今天不[[[拿钱出来]]]，不允许将牛牵走。;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-N-chulai;Y;1990s\1999\报刊\人民日报\rmrb_1999_04.txt;Newspaper;Written;1980-2000;4;
459;0,845405897;可是看见远远的公路上开来一串小轿车吉普车的时候，我再也不敢[[[放人出来]]]了。;New;No;No;Present;Indefinite;Absent;Concrete;1;V-N-chulai;Y;1990s\1999\文学\大陆作家\1999 戴厚英 流泪的淮河.txt;Fiction;Written;1980-2000;4;
1;0,272782285;...的办法，让消费者确实感到物有所值，甚至物超所值，愿意从口袋里[[[掏钱出来]]]。;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-N-chulai;Y;2000s\2000\报刊\人民日报\rmrb_2000_02.txt;Newspaper;Written;2000-2020;5;
15;0,490333752;...资者现金分红的同时，却非常热衷于进行高价配股，从股民的腰包再[[[掏钱出来]]]。这一现象已引起证券监管机构和广大投资者的关注。;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-N-chulai;Y;2000s\2000\报刊\人民日报\rmrb_2000_11.txt;Newspaper;Written;2000-2020;5;
24;0,015638187;　　鱼儿这时已穿好衣服，撩开门帘[[[探头出来]]]。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-N-chulai;Y;2000s\2000\电视电影\文艺\2000 述平_史建全_姜文_尤凤伟 鬼子来了.txt;TV/Movie;Spoken;2000-2020;5;
28;0,354940292;...个人翻了个身，那是她的母亲。罗拉娜看见父亲即使在睡梦中，还是[[[伸手出来]]]拍拍母亲的背。罗拉娜眼中满是泪水。咬紧下唇，她拉起西悠瓦拉的手...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-N-chulai;Y;2000s\2000\翻译作品\文学\2000 朱学恒 龙枪编年史03.txt;Fiction;Written;2000-2020;5;
29;0,009280887;"...。""威廉从吧台底下情别的桶子（当然不是给龙人喝的那一桶）里面[[[倒酒出来]]]时，跟他的朋友们说。""如果我猜的没错，他们穷得跟上岸一星期之后...";New;No;No;Absent;Indefinite;Absent;Concrete;1;V-N-chulai;Y;2000s\2000\翻译作品\文学\2000 朱学恒 龙枪编年史03.txt;Fiction;Written;2000-2020;5;
52;0,415908109;...,通过潮阳的地方钱庄,把钱汇到新疆伊犁,再由人从伊犁的银行中[[[提款出来]]],到乌鲁木齐外汇市场换成外汇,用飞机运抵广州,再用汽车运至深圳...;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-N-chulai;Y;2000s\2001\报刊\新华社\新华社2001年11月份新闻报道.txt;Newspaper;Written;2000-2020;5;
54;0,295152841;...10000多册书籍、100多种报刊。一名叫刘立超的青年农民刚[[[借书出来]]],他对记者说,一年最少得看50-60本书。书社管理员告诉记者,...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-N-chulai;Y;2000s\2001\报刊\新华社\新华社2001年1月份新闻报道.txt;Newspaper;Written;2000-2020;5;
63;0,418308361;...排水系统也得到了加强。以往胸腹部的排水点比较多,极容易从后壁[[[透水出来]]],专家们通过铺设五道暗管来导流,再经过抹灰层处理,基本上防止了...;Given;No;No;Absent;Indefinite;Absent;Concrete;1;V-N-chulai;Y;2000s\2001\报刊\新华社\新华社2001年4月份新闻报道.txt;Newspaper;Written;2000-2020;5;
81;0,491760657;...利模式问题。现在大家都认同了这个观点，网络只是工具，本身不会[[[生钱出来]]]，因此，通过什么手段赚钱是最关键的。看看我们的网站们，圈钱的手...;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-N-chulai;Y;2000s\2002\报刊\人民日报\rmrb_2002_01.txt;Newspaper;Written;2000-2020;5;
114;0,302678014;...开过去，在前面刹住，缓缓倒车过来。钱康在倒行的车中摇下玻璃窗[[[探头出来]]]，喊：“海，你们在这儿干嘛呢？”李缅宁回头看见他：“没事，我…...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-N-chulai;Y;2000s\2002\文学\大陆作家\2002 王朔 无人喝采.txt;Fiction;Written;2000-2020;5;
118;0,287212796;...别稀哩马哈的。集邮不集？回头我给您寄几张科威特邮票。”刘大妈[[[端菜出来]]]插话：“这我信，顺子从小就好玩火，你忘了那年还烧过咱胡同一个自...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-N-chulai;Y;2000s\2002\文学\大陆作家\2002 王朔 无人喝采.txt;Fiction;Written;2000-2020;5;
128;0,541439783;...的”），而成人则以相关的类似点来回答（“它们都吸水，而且都能[[[挤水出来]]]。”）;Given;No;No;Absent;Indefinite;Absent;Concrete;1;V-N-chulai;Y;2000s\2002\翻译作品\应用文\2002 李斯_王月瑞 普通心理学.TXT;Fiction;Written;2000-2020;5;
