Index;R-number;Text;NP_Givenness;Structural_Priming;Imperative_conditional;le;NP_Definiteness;Numeric_Classifier;NP_Concreteness;NP_Length;Response;V-P;Filename;Genre;Register;Time;Time_num
1421;0,358961686;...在采取非常措施把第十八师运去。我们所有的船舶全都用上了，要想[[[腾出船只来]]]，只能从我们维持中东供应的那些关系重大的运输船队中拨出，或者从...;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1990s\1995\翻译作品\应用文\1995 吴万沈 第二次世界大战回忆录_第三卷_伟大的同盟.txt;Fiction_t;Written;1980-2000;4
1426;0,87491432;...。省下来的人力、物力可用于制造坦克。如果德国人在九个月中能制[[[造出坦克来]]]，我们也一定能办得到。请把你额外优先制造一千辆坦克的总方案交给...;Given;No;Yes;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1990s\1995\翻译作品\应用文\1995 吴万沈 第二次世界大战回忆录_第二卷_最光辉的时刻.txt;Fiction_t;Written;1980-2000;4
1427;0,281118033;...斯大林微笑地说，如果没有足够的师团，三国政府首脑会议也不能创[[[造出师团来]]]。然后，他又直截了当地问，刚才念的电报是否意味着“霸王”作战计...;Given;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1990s\1995\翻译作品\应用文\1995 吴万沈 第二次世界大战回忆录_第五卷_紧缩包围圈.txt;Fiction_t;Written;1980-2000;4
1433;0,144293593;...现代空军和坦克，我比谁的责任都大。那么，我为什么要接受要求，[[[找出替罪羊来]]]，把责任推在将军们或者空军人员们或者海军人员们的身上呢？那么，...;New;No;No;Absent;Indefinite;Absent;Non-concrete;3;V-chu-N-lai;Y;1990s\1995\翻译作品\应用文\1995 吴万沈 第二次世界大战回忆录_第四卷_命运的关键.txt;Fiction_t;Written;1980-2000;4
1439;0,060368032;...或许永远不会发生的袭击。我了解到，国民自卫军绝不能在工作时间[[[派出人来]]]经管所需要的武器。因此轻高射炮团必须由职业士兵使用。然而我确信...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1990s\1995\翻译作品\应用文\1995 吴万沈 第二次世界大战回忆录_第四卷_命运的关键.txt;Fiction_t;Written;1980-2000;4
1438;0,374317598;...部队，我们就在别的地方试试。如果意大利被逐出战争，德国就必须[[[拿出兵力来]]]代替在巴尔干的二十六个意大利师。他们也要在勃伦纳山口，沿着里维...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1990s\1995\翻译作品\应用文\1995 吴万沈 第二次世界大战回忆录_第四卷_命运的关键.txt;Fiction_t;Written;1980-2000;4
1442;0,501072036;　　“是我。”尼古拉走上前去回答。霍霍尔[[[伸出手来]]]抓住他的肩膀，把他推到后面。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1990s\1995\翻译作品\文学\1995 仰熙 母亲.txt;Fiction_t;Written;1980-2000;4
1448;0,219905237;　　“邪教徒！”有人从窗子里[[[伸出拳头来]]]恐吓，用破锣般的嗓子喊。;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1990s\1995\翻译作品\文学\1995 仰熙 母亲.txt;Fiction_t;Written;1980-2000;4
1449;0,556042217;　　路上很湿，人们从窗口[[[伸出头来]]]，有的人吹着口哨，有的叫喊着，挥着手。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1990s\1995\翻译作品\文学\1995 仰熙 母亲.txt;Fiction_t;Written;1980-2000;4
1441;0,651999754;　　姑娘忽然抬起头来，似乎要驱除什么似的[[[伸出手来]]]。;Given;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1990s\1995\翻译作品\文学\1995 仰熙 母亲.txt;Fiction_t;Written;1980-2000;4
1447;0,809254437;...里的伤害抚恤费度日子的，没有脚的卓西莫夫门口的时候，他从窗口[[[伸出头来]]]大声地喊：;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1990s\1995\翻译作品\文学\1995 仰熙 母亲.txt;Fiction_t;Written;1980-2000;4
1444;0,698707519;...方百计想尽办法让我那死鬼吃得有滋有味儿，吃得饱，一到时候就得[[[端出饭来]]]伺候，别叫他生气，希望他不要打我，多少地可怜我一下。我不记得他...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1990s\1995\翻译作品\文学\1995 仰熙 母亲.txt;Fiction_t;Written;1980-2000;4
1461;0,794636716;...不见孩子们，小鸟便无心唱歌，树儿也忘了开花。有一朵花儿从草中[[[探出头来]]]，看见那块告示后，它对孩子们的遭遇深感同情，于是又把头缩回去，...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1990s\1995\翻译作品\文学\1995 王林 王尔德童话.txt;Fiction_t;Written;1980-2000;4
1479;0,068480345;...通……我先来道歉，您是知道我的……我十分感谢！”他于是向连长[[[伸出手来]]]。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1990s\1995\翻译作品\文学\1995 盛震江 战争与和平.txt;Fiction_t;Written;1980-2000;4
1519;0,816238701;　　皮埃尔哆嗦着断断续续[[[举出例子来]]]证明自己所说的是事实。;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1990s\1995\翻译作品\文学\1995 盛震江 战争与和平.txt;Fiction_t;Written;1980-2000;4
1475;0,009963258;...西里公爵的眼睛。可是，看起来，她即令沉默不言呆到早晨，也没法[[[提出问题来]]]打破这种静默。;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1990s\1995\翻译作品\文学\1995 盛震江 战争与和平.txt;Fiction_t;Written;1980-2000;4
1500;0,930083956;...。他已经扶着鞍桥，要下马刺杀这只豺狼，忽然野兽从这群猎犬中间[[[探出头来]]]，接着它伸出两只间脚，踩在坑沿上。豺狼的牙齿咯咯地响（卡拉伊没...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1990s\1995\翻译作品\文学\1995 盛震江 战争与和平.txt;Fiction_t;Written;1980-2000;4
1492;0,950689517;...随手把它放下来。安德烈公爵没有回头看看，就知道是她，于是向她[[[伸出手来]]]。她紧紧握住他的手。;Given;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1990s\1995\翻译作品\文学\1995 盛震江 战争与和平.txt;Fiction_t;Written;1980-2000;4
1521;0,976459166;...从容不迫地细心而麻利地脱下靴子，把靴子分别挂到头上的橛子上，[[[拿出小刀来]]]切下点什么东西，然后收拢小刀，放在枕头下，接着坐得更舒服些，两...;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1990s\1995\翻译作品\文学\1995 盛震江 战争与和平.txt;Fiction_t;Written;1980-2000;4
1493;0,098177863;...打开了，一个面黄肌瘦的人拄着双拐杖、赤着脚、穿一套内衣从那里[[[探出身子来]]]。他依靠着门楣，用妒嫉的、炯炯发亮的眼睛不时地望望从身旁走过去...;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1990s\1995\翻译作品\文学\1995 盛震江 战争与和平.txt;Fiction_t;Written;1980-2000;4
1473;0,493645447;...经开拔的团队。安娜·米哈伊洛夫娜和申申搓成一对了。贝格向薇拉[[[伸出手来]]]，做出亲热的姿态。笑容可掬的朱莉·卡拉金娜和尼古拉一同走向餐桌...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1990s\1995\翻译作品\文学\1995 盛震江 战争与和平.txt;Fiction_t;Written;1980-2000;4
1506;0,392663041;　　“这就[[[说出事来]]]了吧！”她说。;New;No;No;Present;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1990s\1995\翻译作品\文学\1995 盛震江 战争与和平.txt;Fiction_t;Written;1980-2000;4
1488;0,773911177;　　她看见伯爵之后，便向他[[[伸出手来]]]，抱住他的秃头，她隔着秃头又看看书函和肖像，她轻轻地把秃头推开...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1990s\1995\翻译作品\文学\1995 盛震江 战争与和平.txt;Fiction_t;Written;1980-2000;4
1494;0,461880416;...等一下。”杰尼索夫朝着军官们瞥了一眼，说道，他从自己枕头下面[[[拿出公文来]]]，走到那摆着他的墨水瓶的窗前，坐下来写呈文。;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1990s\1995\翻译作品\文学\1995 盛震江 战争与和平.txt;Fiction_t;Written;1980-2000;4
1487;0,851929801;...使个眼色，说着，“您哥哥伊波利特把您的事讲给我听了。噢！”她[[[伸出指头来]]]威吓他。“我还知道您在巴黎闹的恶作剧啊！”;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1990s\1995\翻译作品\文学\1995 盛震江 战争与和平.txt;Fiction_t;Written;1980-2000;4
1484;0,537296889;...的口气对拿起斧头的老爷说：“我们的事儿是干惯了的，您会把手上[[[磨出茧子来]]]。”他这样说话，就像子弹打不死他自己似的，他那对半开半合的眼睛...;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1990s\1995\翻译作品\文学\1995 盛震江 战争与和平.txt;Fiction_t;Written;1980-2000;4
1504;0,26373714;　　“大人，你好。”他对进来的阿纳托利说，也向他[[[伸出手来]]]。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1990s\1995\翻译作品\文学\1995 盛震江 战争与和平.txt;Fiction_t;Written;1980-2000;4
1501;0,223128657;...台阶上迎接老爷。几十个妇女，有大有小，有老有少，都从后门台阶[[[探出头来]]]观看驰近的猎人。娜塔莎这个骑马的小姐的出现，使得大叔的家仆的好...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1990s\1995\翻译作品\文学\1995 盛震江 战争与和平.txt;Fiction_t;Written;1980-2000;4
1495;0,046625646;...，拿破仑首先靠拢木筏，他迈着飞快的脚步前去迎接亚历山大，向他[[[伸出手来]]]，他们二人在幔帐中消失不见了。鲍里斯自从进入上层社会的活动范围...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1990s\1995\翻译作品\文学\1995 盛震江 战争与和平.txt;Fiction_t;Written;1980-2000;4
1515;0,093925601;　　“瞧，真的，别祖霍夫！”娜塔莎说，同时从车窗里[[[探出头来]]]，看着一个穿马车夫长褂子的高大臃肿的人，从步态和气派来看，显然...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1990s\1995\翻译作品\文学\1995 盛震江 战争与和平.txt;Fiction_t;Written;1980-2000;4
1517;0,004526279;...尔。他默默凝视了他几秒钟。漂亮的脸上露出悲剧式的温柔表情，他[[[伸出手来]]]。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1990s\1995\翻译作品\文学\1995 盛震江 战争与和平.txt;Fiction_t;Written;1980-2000;4
1508;0,217801788;　　“哎，德龙，不用再说了吧！”阿尔帕特奇又重复说，他从怀里[[[抽出手来]]]，庄严地指着德龙脚下的地板。“我不但可以看透你，就是你脚底下三...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1990s\1995\翻译作品\文学\1995 盛震江 战争与和平.txt;Fiction_t;Written;1980-2000;4
1496;0,275864475;...颏边，蹬着两条腿，这时她的笑声隐约可闻；她时而把头蒙住，时而[[[露出头来]]]看看她的母亲。伯爵夫人做完了晚祷，走到床前，露出严肃的面孔，但...;Given;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1990s\1995\翻译作品\文学\1995 盛震江 战争与和平.txt;Fiction_t;Written;1980-2000;4
1491;0,890191194;　　“不过你不要[[[豁出命来]]]碰运气。”多洛霍夫说，匆匆地瞥了罗斯托夫一眼，又继续发牌。;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1990s\1995\翻译作品\文学\1995 盛震江 战争与和平.txt;Fiction_t;Written;1980-2000;4
1524;0,859533862;...说话了。当他们离开餐桌，去向老伯爵夫人道谢时，玛丽亚伯爵夫人[[[伸出手来]]]，一面吻了吻丈夫，一面问他为什么生她的气。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1990s\1995\翻译作品\文学\1995 盛震江 战争与和平.txt;Fiction_t;Written;1980-2000;4
1509;0,247834733;...了。早晨公爵小姐吩咐套车，准备动身，但大批的农民聚在谷仓前，[[[派出人来]]]声称，不让公爵小姐离开村子，说是有命令不准运走东西，他们要把马...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1990s\1995\翻译作品\文学\1995 盛震江 战争与和平.txt;Fiction_t;Written;1980-2000;4
1511;0,605696447;　　“这是谁的马车？”索尼娅从车窗[[[探出头来]]]问。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1990s\1995\翻译作品\文学\1995 盛震江 战争与和平.txt;Fiction_t;Written;1980-2000;4
1529;0,372501259;...．泽尔施塔特、奥德兰和我还在马车旁站着。这时姑娘们都从车门里[[[伸出头来]]]，跟小伙子们闲聊。这帮小伙子当然个个都心情愉快，举止轻浮。——...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1990s\1995\翻译作品\文学\1995 韩耀成 少年维特的烦恼.txt;Fiction_t;Written;1980-2000;4
1526;0,870785052;...个请姑娘们跳，可是恰恰是那些最不惹人喜欢的姑娘偏偏不及时向你[[[伸出手来]]]，作出结束的表示。绿蒂和她的舞伴开始跳英国舞了。轮到她来跟我们...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1990s\1995\翻译作品\文学\1995 韩耀成 少年维特的烦恼.txt;Fiction_t;Written;1980-2000;4
1532;0,074979146;...到处找我，但是毫无结果。”——哦，朋友！我真愿像高贵的勇士，[[[拔出剑来]]]，一下就让我的侯爵从缓缓死去的痛苦折磨中解脱出来，然后再将我的...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1990s\1995\翻译作品\文学\1995 韩耀成 少年维特的烦恼.txt;Fiction_t;Written;1980-2000;4
1531;0,668282201;...未提出异议，接受了你的要求，每星期超支部分，我便从营业收入中[[[拿出钱来]]]填补，因为谁也不会怀疑，女主人会偷自家的钱。我一个钱也没乱花，...;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1990s\1995\翻译作品\文学\1995 韩耀成 少年维特的烦恼.txt;Fiction_t;Written;1980-2000;4
1534;0,182347919;...天。拿须弥山当座位，比喻法身广大无边。须弥山下有个乌龟，时时[[[伸出头来]]]，一点它的头，立即就缩回去了。诸位，兴阳（地名）剖侍者的这句话...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1990s\1996\应用文\社会科学\1996 李钟鼎 佛法修正心要.txt;Academic;Written;1980-2000;4
1539;0,951494116;脸上被荆棘划破，一道道的[[[渗出血来]]]。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1990s\1996\应用文\议论文\1996 李宇明 论词语重叠的意义.txt;Academic;Written;1980-2000;4
1549;0,160988068;...理公路“三乱”作为改善投资环境、加快经济发展的重要举措，切实[[[抓出成效来]]]。他们抓住典型案例进行教育，达到“处理一案，教育一片”的目的，...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1990s\1996\报刊\人民日报\rmrb_1996_01.txt;Newspaper;Written;1980-2000;4
1548;0,914526414;...。你要是有真才实学，知道哪儿有水，哪儿没水，并能在没水的地方[[[打出水来]]]，这才叫真本事。一个国家要繁荣发展，没有基础工业不行，没有科技...;Given;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1990s\1996\报刊\人民日报\rmrb_1996_01.txt;Newspaper;Written;1980-2000;4
1545;0,218649655;...了。如何有效遏制公款集体行贿行为，希望有关部门认真研究，早日[[[拿出对策来]]]。;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1990s\1996\报刊\人民日报\rmrb_1996_01.txt;Newspaper;Written;1980-2000;4
1561;0,607024586;１２点４２分，火车驶入站台。当小杨南从车窗[[[探出头来]]]，涂小凤一个趔趄险些晕倒。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1990s\1996\报刊\人民日报\rmrb_1996_03.txt;Newspaper;Written;1980-2000;4
1556;0,131252021;...纸援引英国外交部一位发言人的话说，以色列应当在进行此类指责时[[[拿出证据来]]]。据报道，一位以色列军方官员早些时候指责一些国家允许每年向哈马...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1990s\1996\报刊\人民日报\rmrb_1996_03.txt;Newspaper;Written;1980-2000;4
1557;0,182345239;...际竞争特别是经济竞争将更加激烈和复杂。这位看来很文静的姑娘，[[[说出话来]]]是那样斩钉截铁：“作为跨世纪的青年人，我感到学习的任务特别迫切...;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1990s\1996\报刊\人民日报\rmrb_1996_03.txt;Newspaper;Written;1980-2000;4
1573;0,348575602;...想要无线电方面的。于是你就跑到县城给他买来好几本，可是那孩子[[[掏出钱来]]]一数，买一本都不够。你就把书和钱都塞进孩子的书包里：“我不要你...;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1990s\1996\报刊\人民日报\rmrb_1996_05.txt;Newspaper;Written;1980-2000;4
1568;0,325105702;...钱，因为还有个平行的财务局，那个部门需有三位官员共同签字才能[[[开出支票来]]]。”杨老还谈到，国外有的国家对官员的行为约束和过失处罚是极严的...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1990s\1996\报刊\人民日报\rmrb_1996_05.txt;Newspaper;Written;1980-2000;4
1574;0,42732233;...下肚，倍感清新，格外提神。若感冒了，寒入内，喝上一碗姜汤茶，[[[发出汗来]]]，顿觉浑身轻松。若要是提神解渴，一杯清香可口的油茶汤即可。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1990s\1996\报刊\人民日报\rmrb_1996_05.txt;Newspaper;Written;1980-2000;4
1580;0,725235629;...绝不能听之任之。各级党组织和政府，要像浙江“拆坟还耕”那样，[[[拿出魄力来]]]，结合本地实际情况，有针对性地开展移风易俗活动，切实解决好这方...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1990s\1996\报刊\人民日报\rmrb_1996_06.txt;Newspaper;Written;1980-2000;4
1577;0,132776125;顾客是市场的中心，顾客需要了，顾客满意了，顾客才会甘心情愿[[[掏出钱来]]]。相反，经营者以老大自居，一味贪大求多，顾客不买你的帐，失掉顾...;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1990s\1996\报刊\人民日报\rmrb_1996_06.txt;Newspaper;Written;1980-2000;4
1583;0,178240752;...可惜忘了问其姓名）认真询问了他的病情，随即给打了退烧针。刚刚[[[拔出针来]]]，他又一阵呕吐，女医生连忙把污桶拿到他的面前，关切地问：“看你...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1990s\1996\报刊\人民日报\rmrb_1996_07.txt;Newspaper;Written;1980-2000;4
1581;0,229967789;...显著成果。当然不能说他们的一切论述都无懈可击，但是他们下功夫[[[拿出成果来]]]，接受实践检验，接受同志们的评论，这种精神也是非常可贵的。我感...;Given;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1990s\1996\报刊\人民日报\rmrb_1996_07.txt;Newspaper;Written;1980-2000;4
1584;0,692880019;...效益。特别是在降耗方面，潜力巨大，有许多成熟技术，是完全能够[[[抓出成效来]]]的。;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1990s\1996\报刊\人民日报\rmrb_1996_07.txt;Newspaper;Written;1980-2000;4
1590;0,757058024;...伊朗政府今天正式向海牙国际法庭起诉美国对伊朗的进一步制裁以及[[[拨出专款来]]]颠覆伊朗政权的行径。;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1990s\1996\报刊\人民日报\rmrb_1996_08.txt;Newspaper;Written;1980-2000;4
1600;0,017026428;...的战将，充分利用自己的特长，把局面搅乱，在别人看来无棋的地方[[[找出棋来]]]。在充满险境的对攻中，马晓春的白棋不得不对黑棋的大龙痛下杀手。...;Given;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1990s\1996\报刊\人民日报\rmrb_1996_09.txt;Newspaper;Written;1980-2000;4
1597;0,641864721;...在我脸上扫来扫去。这以后，妻子见到我母亲，嘴唇动了动，但仍未[[[喊出妈来]]]。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1990s\1996\报刊\人民日报\rmrb_1996_09.txt;Newspaper;Written;1980-2000;4
1596;0,567961065;杜绝暴力的发生需要各方面一起尽力，相信没有人愿意看到绿茵场上[[[弄出乱子来]]]。（附图片）;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1990s\1996\报刊\人民日报\rmrb_1996_09.txt;Newspaper;Written;1980-2000;4
1603;0,169090961;...勒斯坦领导人阿拉法特。克里斯托弗此行的目的是帮助巴以双方尽快[[[谈出成果来]]]。;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1990s\1996\报刊\人民日报\rmrb_1996_10.txt;Newspaper;Written;1980-2000;4
1602;0,594399719;...工作时不要陷于狭隘的经验论；要用分析和综合的方法从整个事物中[[[抽出问题来]]]作分析，再加以综合；按照从“为什么”到“怎么办”、从理论到方法...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1990s\1996\报刊\人民日报\rmrb_1996_10.txt;Newspaper;Written;1980-2000;4
1611;0,624649493;...济学家们赞叹不已，就连美国人自己也认为，他们不能指望从石头中[[[榨出油来]]]。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1990s\1996\报刊\人民日报\rmrb_1996_11.txt;Newspaper;Written;1980-2000;4
1617;0,613059354;...不搞那些不必要的应酬，取消那些华而不实的形式主义，就完全可以[[[挤出时间来]]]学习。;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1990s\1996\报刊\人民日报\rmrb_1996_11.txt;Newspaper;Written;1980-2000;4
1612;0,379637046;...管点干部的事，实质上是让群众监督领导干部。愿所有的领导干部都[[[拿出勇气来]]]，让群众管点干部的事吧！（重庆《当代党员》第九期）;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1990s\1996\报刊\人民日报\rmrb_1996_11.txt;Newspaper;Written;1980-2000;4
1614;0,74760577;...事做起，从小事抓起的重要性。愿有千千万万个尤三式的基层干部，[[[腾出手来]]]抓一抓那些“鸡毛蒜皮”的小事，着力教育，提高人的基本素质。也愿...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1990s\1996\报刊\人民日报\rmrb_1996_11.txt;Newspaper;Written;1980-2000;4
1620;0,800468024;...红着脸冲她只说了一句：“谁想到几千年老祖宗留下的活能改，还真[[[改出名堂来]]]了！”王金玲的心里头却合计开了：村里像丈夫这样的老脑筋不知还有...;New;No;No;Present;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1990s\1996\报刊\人民日报\rmrb_1996_12.txt;Newspaper;Written;1980-2000;4
1622;0,674495461;...忙活的命，闲在城里没活儿干时，身子骨反而痒痒的不舒坦，没准儿[[[憋出病来]]]哩！”;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1990s\1996\报刊\人民日报\rmrb_1996_12.txt;Newspaper;Written;1980-2000;4
1643;0,089099418;栾沉吟了一会儿，[[[拿出信来]]]说：“那就烧了它吧！”当着我的面，划着火柴把信点燃了。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1990s\1996\报刊\作家文摘\1996年01——06月《作家文摘》.TXT;Newspaper;Written;1980-2000;4
1630;0,347389976;...学者大为不满，一而再再而三地找钱钟书讨公道。钱钟书忍无可忍，[[[说出一番话来]]]，此公即刻成仙得道一般消遁了。;New;No;No;Absent;Indefinite;Present;Non-concrete;3;V-chu-N-lai;Y;1990s\1996\报刊\作家文摘\1996年01——06月《作家文摘》.TXT;Newspaper;Written;1980-2000;4
1636;0,945143938;...关也百思不解：八路军的兵工厂到底在什么地方？怎么如此神速就能[[[造出枪炮来]]]呢？;New;No;No;Absent;Indefinite;Absent;Concrete;2;V-chu-N-lai;Y;1990s\1996\报刊\作家文摘\1996年01——06月《作家文摘》.TXT;Newspaper;Written;1980-2000;4
298;0,020105788;...明眼睛冒出火来，向前一步，一拳打在吕建国的脸上，吕建国鼻子就[[[冒血出来]]]。;New;Yes;No;Absent;Indefinite;Absent;Concrete;1;V-N-chulai;Y;1990s\1996\报刊\作家文摘\1996年01——06月《作家文摘》.TXT;Newspaper;Written;1980-2000;4
1629;0,238141995;回到卧室的葛会元忙[[[找出药来]]]，赶紧地吞了两片，神情才慢慢地安定下来。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1990s\1996\报刊\作家文摘\1996年01——06月《作家文摘》.TXT;Newspaper;Written;1980-2000;4
1625;0,604832785;天幕渐暗，月姑娘从西天魔鬼似的灰云里[[[露出脸来]]]，把铅似的色彩，涂在荒无人迹的乱石榛莽、大小坟头上。;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1990s\1996\报刊\作家文摘\1996年01——06月《作家文摘》.TXT;Newspaper;Written;1980-2000;4
1641;0,036458138;...，我什么要求都没有，我只希望能有时间深入生活，好为农民读者多[[[写出作品来]]]。”;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1990s\1996\报刊\作家文摘\1996年01——06月《作家文摘》.TXT;Newspaper;Written;1980-2000;4
1638;0,37572146;...他的生活，安排他的日程，帮他购买减肥药品、健康食品……还常常[[[挤出时间来]]]，陪他通宵打牌直到凌晨3点。每当他演出前，她们做他的服装师、化...;New;No;No;Absent;Indefinite;Absent;Non-concrete;2;V-chu-N-lai;Y;1990s\1996\报刊\作家文摘\1996年01——06月《作家文摘》.TXT;Newspaper;Written;1980-2000;4
1650;0,512165481;...队长。可是这位执行队长仍然是个光棍汉。年近七十的老母亲为此事[[[急出病来]]]。;New;No;No;Absent;Indefinite;Absent;Non-concrete;1;V-chu-N-lai;Y;1990s\1996\报刊\作家文摘\1996年07——12月《作家文摘》.TXT;Newspaper;Written;1980-2000;4
1654;0,507009477;...主张“沏底民主”、“绝对民主”、“谁阻碍民主，就会在民主面前[[[碰出血来]]]。”王实昧在创刊号上一人独发两篇署名文章，在《我对罗迈同志在整...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1990s\1996\报刊\作家文摘\1996年07——12月《作家文摘》.TXT;Newspaper;Written;1980-2000;4
1657;0,757718132;...盼望它能徐徐落下来，从机舱里走出人民的好总理，哪怕他从机窗里[[[探出头来]]]看一眼也好……这一动人的传说直到周恩来去世以后，淮安《周恩来与...;New;No;No;Absent;Indefinite;Absent;Concrete;1;V-chu-N-lai;Y;1990s\1996\报刊\作家文摘\1996年07——12月《作家文摘》.TXT;Newspaper;Written;1980-2000;4
